房源标题,链接,户型,面积,房屋朝向,装修形式,小区名称,地址,关注度,总价,单价,图片路径
实验旁 正规精装三房  南北通透 有电梯 930万,https://xm.lianjia.com/ershoufang/105110295260.html,3室1厅,102.08平米,南 北,简装,广播电台综合楼,实验小学及周边,2人关注 / 一年前发布,930,"91,106元/平",images\house_29_3.jpg
一幼儿园  教育局宿舍  额紧凑三房全明精装,https://xm.lianjia.com/ershoufang/105116590662.html,3室1厅,58.5平米,南 北,精装,同安路5号,实验小学及周边,0人关注 / 1个月以前发布,610,"104,274元/平",images\house_29_4.jpg
房子格局房正 全明户型  房东诚意出售,https://xm.lianjia.com/ershoufang/105115204217.html,3室2厅,108.13平米,南,精装,禹洲大学城,集美其它,0人关注 / 6个月以前发布,201,"18,589元/平",images\house_29_5.jpg
水晶公寓 高层海景 满5年 离校近,https://xm.lianjia.com/ershoufang/105108896590.html,5室2厅,269.26平米,南 北,精装,海峡国际社区一期,会展中心,12人关注 / 一年前发布,2400,"89,134元/平",images\house_29_6.jpg
生活便利，BRT总站就在家门口，省优四幼！,https://xm.lianjia.com/ershoufang/105111316068.html,3室1厅,81.52平米,东,简装,前埔南区文兴东一里,前埔,3人关注 / 一年前发布,380,"46,615元/平",images\house_29_7.jpg
外国语翔城，闽南城市广场旁，精装3房,https://xm.lianjia.com/ershoufang/105116462922.html,3室2厅,76.64平米,南,精装,中南青樾,翔安新城,0人关注 / 2个月以前发布,238,"31,055元/平",images\house_29_8.jpg
环东海域 两房户型方正，宽敞明亮， 住家精装,https://xm.lianjia.com/ershoufang/105112512370.html,2室2厅,86.03平米,南,精装,溢翔首府,环东海域,0人关注 / 一年前发布,280,"32,547元/平",images\house_29_9.jpg
店长推荐 美地雅登两房客厅带阳台 格局方正,https://xm.lianjia.com/ershoufang/105114607212.html,2室2厅,88.84平米,南 北,精装,美地雅登祥吴二里,新店,0人关注 / 9个月以前发布,185,"20,824元/平",images\house_29_10.jpg
集美新城，世茂旁，满五免个税，边套通透，精装三房,https://xm.lianjia.com/ershoufang/105109873949.html,3室2厅,90.17平米,南 北,精装,莲花尚院,集美新城,62人关注 / 一年前发布,288,"31,940元/平",images\house_29_11.jpg
牡丹酒店旁正规大三房电梯房交通方便客厅带阳台朝南呀,https://xm.lianjia.com/ershoufang/105115508384.html,3室2厅,128.54平米,南 北,简装,墩仔家园,金鸡亭,0人关注 / 5个月以前发布,698,"54,303元/平",images\house_29_12.jpg
房产站大永固 三房 东南向  采光好 配套齐全,https://xm.lianjia.com/ershoufang/105111635947.html,3室2厅,135.74平米,东,简装,大永固花园,海沧生活区,0人关注 / 一年前发布,280,"20,628元/平",images\house_29_13.jpg
新景国际外滩B户型 精装4房 保养好 使用面积160平,https://xm.lianjia.com/ershoufang/105115236162.html,4室2厅,104.89平米,东,精装,新景国际外滩,五缘湾,0人关注 / 6个月以前发布,1080,"102,966元/平",images\house_29_14.jpg
马銮湾乐活岛高层精装近地铁诚意出售,https://xm.lianjia.com/ershoufang/105114005932.html,3室2厅,81.75平米,南,精装,海投第一湾二期湖海庄园,马銮湾中心片区,0人关注 / 11个月以前发布,265,"32,416元/平",images\house_29_15.jpg
房子是电梯复式高层，厅带阳台朝南，南北通透，,https://xm.lianjia.com/ershoufang/105109720279.html,5室3厅,139.02平米,南 北,精装,瑞景公园,瑞景,32人关注 / 一年前发布,1310,"94,232元/平",images\house_29_16.jpg
集美新城，华润品质，满五没有抵押，高层视野开阔,https://xm.lianjia.com/ershoufang/105111553922.html,3室2厅,88.15平米,南 北,精装,橡树湾三期,杏北,1人关注 / 一年前发布,319,"36,189元/平",images\house_29_17.jpg
美地雅登祥吴二里 2室2厅 南 北 西,https://xm.lianjia.com/ershoufang/105115755934.html,2室2厅,85.45平米,南 北 西,精装,美地雅登祥吴二里,新店,0人关注 / 4个月以前发布,189,"22,119元/平",images\house_29_18.jpg
世茂璀璨天城二期 3室1厅 东南,https://xm.lianjia.com/ershoufang/105111307304.html,3室1厅,106.06平米,东南,精装,世茂璀璨天城二期,集美新城,1人关注 / 一年前发布,449,"42,335元/平",images\house_29_19.jpg
低首付 满五省双税 全面三面采光 中高层 泰禾广场商圈,https://xm.lianjia.com/ershoufang/105111323759.html,2室1厅,77.37平米,南 西,精装,泰禾红门,新店,0人关注 / 一年前发布,175,"22,619元/平",images\house_29_20.jpg
天湖 前排四房湖海双景凤凰城业主诚售 看房方便免双税,https://xm.lianjia.com/ershoufang/105113098060.html,4室2厅,152.93平米,东南 西北,精装,天湖城,海沧区政府,1人关注 / 一年前发布,545,"35,638元/平",images\house_29_21.jpg
总监力荐，恒亿拎包入住精装修好房，一线瞰海无遮挡！,https://xm.lianjia.com/ershoufang/105111622165.html,2室1厅,91.47平米,南,精装,恒亿尚品湾（1/2/5/6期）,环东海域,0人关注 / 一年前发布,280,"30,612元/平",images\house_29_22.jpg
楼栋位置在校区属于看海很好的位置，高楼层景观视野好,https://xm.lianjia.com/ershoufang/105114845256.html,2室2厅,89.33平米,东南,精装,国贸金沙湾,环东海域,0人关注 / 8个月以前发布,310,"34,703元/平",images\house_29_23.jpg
楼栋位置在校区属于看海很好的位置，高楼层景观视野好,https://xm.lianjia.com/ershoufang/105112869921.html,3室1厅,106.95平米,南,毛坯,国贸金沙湾,环东海域,0人关注 / 一年前发布,350,"32,726元/平",images\house_29_24.jpg
装修好，南北通透，楼层好，光线好,https://xm.lianjia.com/ershoufang/105116026902.html,2室1厅,69.94平米,南 北,精装,金尚小区,金尚,0人关注 / 3个月以前发布,340,"48,614元/平",images\house_29_25.jpg
领海八房四卫，独此一套，采光风景好。,https://xm.lianjia.com/ershoufang/105106588658.html,8室2厅,146.45平米,南 西,简装,禹洲领海,海沧体育中心,11人关注 / 一年前发布,620,"42,336元/平",images\house_29_26.jpg
近集美桥头嘉庚体育馆，楼层好户型好，总楼层视野宽阔,https://xm.lianjia.com/ershoufang/105114438015.html,3室2厅,101.06平米,南 西南,精装,禹洲大学城,集美其它,0人关注 / 9个月以前发布,225,"22,265元/平",images\house_29_27.jpg
维多利亚 经典4房 视野开阔 看中庭,https://xm.lianjia.com/ershoufang/105113547310.html,4室2厅,115.34平米,东南,精装,海晟维多利亚,滨海社区,1人关注 / 一年前发布,536,"46,472元/平",images\house_29_28.jpg
泛华大厦，正规两房，房东诚意出售,https://xm.lianjia.com/ershoufang/105111714009.html,2室2厅,88.79平米,西北,精装,泛华大厦,禾祥西路,3人关注 / 一年前发布,660,"74,333元/平",images\house_29_29.jpg
近集美桥头嘉庚体育馆，楼层好户型好，总楼层视野宽阔,https://xm.lianjia.com/ershoufang/105114438015.html,3室2厅,101.06平米,南 西南,精装,禹洲大学城,集美其它,0人关注 / 9个月以前发布,225,"22,265元/平",images\house_30_0.jpg
厅带阳台，全明格局，三面采光，采光通透性好,https://xm.lianjia.com/ershoufang/105109677450.html,3室2厅,101.25平米,南 北,简装,瑞景新村宾鸿苑,瑞景,4人关注 / 一年前发布,580,"57,284元/平",images\house_30_1.jpg
低首付，小复式户型。采光好，业主诚意出售,https://xm.lianjia.com/ershoufang/105111744685.html,1室1厅,52.29平米,东南,毛坯,海西9号,翔安新城,1人关注 / 一年前发布,66,"12,622元/平",images\house_30_2.jpg
集美桥头大3房 自住装修 满五 南北通透 业主急售,https://xm.lianjia.com/ershoufang/105113923453.html,3室2厅,103.65平米,南 北,精装,新景舜弘天籁,集美其它,2人关注 / 11个月以前发布,318,"30,681元/平",images\house_30_3.jpg
领海八房四卫，独此一套，采光风景好。,https://xm.lianjia.com/ershoufang/105106588658.html,8室2厅,146.45平米,南 西,简装,禹洲领海,海沧体育中心,11人关注 / 一年前发布,620,"42,336元/平",images\house_30_4.jpg
集美新城，华润品质，满五没有抵押，高层视野开阔,https://xm.lianjia.com/ershoufang/105111553922.html,3室2厅,88.15平米,南 北,精装,橡树湾三期,杏北,1人关注 / 一年前发布,319,"36,189元/平",images\house_30_5.jpg
世茂璀璨天城二期 3室1厅 东南,https://xm.lianjia.com/ershoufang/105111307304.html,3室1厅,106.06平米,东南,精装,世茂璀璨天城二期,集美新城,1人关注 / 一年前发布,449,"42,335元/平",images\house_30_6.jpg
美地雅登祥吴二里 2室2厅 南 北 西,https://xm.lianjia.com/ershoufang/105115755934.html,2室2厅,85.45平米,南 北 西,精装,美地雅登祥吴二里,新店,0人关注 / 4个月以前发布,189,"22,119元/平",images\house_30_7.jpg
地铁口交通方便，电梯房，满五*一免个税,https://xm.lianjia.com/ershoufang/105111314335.html,3室2厅,85.25平米,西 北,简装,海银大厦,海沧生活区,1人关注 / 一年前发布,245,"28,740元/平",images\house_30_8.jpg
地铁口，诚意卖！高层视野开阔，精装，,https://xm.lianjia.com/ershoufang/105114261435.html,2室2厅,100.97平米,东南,精装,西雅图,海沧外国语片区,1人关注 / 10个月以前发布,317,"31,396元/平",images\house_30_9.jpg
马銮湾精装3房2卫，楼层好，采光佳，户型方正，配套全,https://xm.lianjia.com/ershoufang/105111332830.html,3室2厅,110.86平米,西南,精装,万科城一期,马銮湾东,0人关注 / 一年前发布,300,"27,062元/平",images\house_30_10.jpg
总价不高，电梯房，松柏，嘉滨。,https://xm.lianjia.com/ershoufang/105109743430.html,1室1厅,43平米,南,精装,长升大厦,松柏,10人关注 / 一年前发布,233,"54,187元/平",images\house_30_11.jpg
台湾街 顶层复式 电梯房 朝南 诚意出售,https://xm.lianjia.com/ershoufang/105113091401.html,4室3厅,252.61平米,南 北,简装,桃源大厦,江头,0人关注 / 一年前发布,1000,"39,587元/平",images\house_30_12.jpg
国贸天悦边套 108平 3房 地铁口  470万,https://xm.lianjia.com/ershoufang/105113252009.html,3室1厅,108.28平米,南 北,精装,国贸天悦,杏北,0人关注 / 一年前发布,438,"40,451元/平",images\house_30_13.jpg
源通中心 1室1厅 东,https://xm.lianjia.com/ershoufang/105116528332.html,1室1厅,37.98平米,东,简装,源通中心,思北,0人关注 / 1个月以前发布,249,"65,561元/平",images\house_30_14.jpg
房子朝向好，正规两房，户型方正，采光视野好,https://xm.lianjia.com/ershoufang/105114186001.html,2室1厅,83.79平米,东 南,简装,长升大厦,松柏,0人关注 / 10个月以前发布,452,"53,945元/平",images\house_30_15.jpg
花草相伴，宜居花园，全屋二次装修，可用空间大,https://xm.lianjia.com/ershoufang/105114488269.html,2室1厅,80.74平米,南,精装,万科城四期,马銮湾东,0人关注 / 9个月以前发布,255,"31,583元/平",images\house_30_16.jpg
源昌鑫海湾 大5房3卫格局 毛坯可挑空可倒板,https://xm.lianjia.com/ershoufang/105108789042.html,5室2厅,160.32平米,南 北,简装,源昌鑫海湾,五缘湾,3人关注 / 一年前发布,1560,"97,306元/平",images\house_30_17.jpg
新景华府二期  南  北   3面采光,https://xm.lianjia.com/ershoufang/105108376671.html,3室1厅,136.52平米,南 东 北,简装,新景七星府邸,金尚,3人关注 / 一年前发布,745,"54,571元/平",images\house_30_18.jpg
马青路地铁口 建行公交车站 电梯大单间  采光好,https://xm.lianjia.com/ershoufang/105113957535.html,1室0厅,40.86平米,北,简装,海沧娱乐城,海沧生活区,0人关注 / 11个月以前发布,95,"23,251元/平",images\house_30_19.jpg
阳台山路19-25号 2室1厅 南,https://xm.lianjia.com/ershoufang/105116137715.html,2室1厅,69.13平米,南,简装,阳台山路19-25号,文园路,0人关注 / 3个月以前发布,405,"58,586元/平",images\house_30_20.jpg
万科城一期 精装3房 户型方正高层采光好 随时看房,https://xm.lianjia.com/ershoufang/105112071488.html,3室2厅,89.76平米,西南,精装,万科城一期,马銮湾东,2人关注 / 一年前发布,238,"26,516元/平",images\house_30_21.jpg
小户型 低总价 电梯房  采光好,https://xm.lianjia.com/ershoufang/105113357858.html,1室1厅,32.02平米,东 东南,精装,海银大厦,海沧生活区,0人关注 / 一年前发布,105,"32,793元/平",images\house_30_22.jpg
中央美地，小区中庭，不靠路，朝南户型,https://xm.lianjia.com/ershoufang/105109526057.html,2室1厅,84.68平米,南,简装,中央美地,枋湖,18人关注 / 一年前发布,573,"67,667元/平",images\house_30_23.jpg
万科城四期精装四房 ，通风好采光佳，户型方正,https://xm.lianjia.com/ershoufang/105109319409.html,4室1厅,112.89平米,南,简装,万科城四期,马銮湾东,4人关注 / 一年前发布,332,"29,410元/平",images\house_30_24.jpg
精装2房 领包入住 ...................,https://xm.lianjia.com/ershoufang/105109931104.html,2室1厅,78平米,南,精装,万科城一期,马銮湾东,6人关注 / 一年前发布,205,"26,283元/平",images\house_30_25.jpg
楼层好，采光充足海景房，小区绿化优。,https://xm.lianjia.com/ershoufang/105106995718.html,3室2厅,92.13平米,东南,简装,禹洲中央海岸二期,杏林桥头,37人关注 / 一年前发布,280,"30,392元/平",images\house_30_26.jpg
华孚花园 5室2厅 南 北,https://xm.lianjia.com/ershoufang/105116151792.html,5室2厅,175.28平米,南 北,精装,华孚花园,莲花,0人关注 / 3个月以前发布,750,"42,789元/平",images\house_30_27.jpg
松柏长升大厦精装1房1厅，总价优惠,https://xm.lianjia.com/ershoufang/105114800545.html,1室1厅,38.72平米,北,精装,长升大厦,松柏,0人关注 / 8个月以前发布,216,"55,786元/平",images\house_30_28.jpg
高层视野开阔，业主诚意出售，价格好谈，，，，，，,https://xm.lianjia.com/ershoufang/105115327908.html,4室1厅,124.74平米,东南,简装,万科城一期,马銮湾东,0人关注 / 6个月以前发布,330,"26,456元/平",images\house_30_29.jpg
集美新城地铁口   精装大边套  4+1房  使用面积大,https://xm.lianjia.com/ershoufang/105113919469.html,4室2厅,89.03平米,东南,精装,橡树湾四期,杏北,0人关注 / 11个月以前发布,410,"46,052元/平",images\house_31_0.jpg
杏锦路免双税好房   上诚毅 精装三房  近地铁商场,https://xm.lianjia.com/ershoufang/105115274735.html,3室2厅,89.29平米,西南,精装,龙湖春江郦城一期,杏北,0人关注 / 6个月以前发布,348,"38,975元/平",images\house_31_1.jpg
花草相伴，宜居花园，全屋二次装修，可用空间大,https://xm.lianjia.com/ershoufang/105114488269.html,2室1厅,80.74平米,南,精装,万科城四期,马銮湾东,0人关注 / 9个月以前发布,255,"31,583元/平",images\house_31_2.jpg
3+1房 东南北三面采光 装修200万元 看景观,https://xm.lianjia.com/ershoufang/105112198254.html,3室2厅,185.51平米,南 北,精装,国贸天琴湾一期,五缘湾,4人关注 / 一年前发布,1788,"96,383元/平",images\house_31_3.jpg
台湾街 顶层复式 电梯房 朝南 诚意出售,https://xm.lianjia.com/ershoufang/105113091401.html,4室3厅,252.61平米,南 北,简装,桃源大厦,江头,0人关注 / 一年前发布,1000,"39,587元/平",images\house_31_4.jpg
